Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgCyclomaticStrictModified,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountDeclMethodStrictPrivate,CountDeclMethodStrictPublished,CountDeclModule,CountDeclProperty,CountDeclSubprogram,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLineInactive,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,CyclomaticStrictModified,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxCyclomaticStrictModified,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumCyclomaticStrictModified,SumEssential
Public Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.AllocateResponseBuilder.updateErrors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,,,,0,,,,7,,,4,2,6,,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,1,0,,,,,,0,,0,0,,,"0.857143",1,1,1,1,1
Public Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.AllocateResponseBuilder.updatedContainers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,,,,0,,,,7,,,4,2,6,,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,1,0,,,,,,0,,0,0,,,"0.857143",1,1,1,1,1
Public Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.AllocateResponseBuilder.updatedNodes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,13,,,,0,,,,7,,,4,2,6,,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,1,0,,,,,,0,,0,0,,,"0.857143",1,1,1,1,1
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.getAMCommand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,,,,0,,,,3,,,3,0,9,,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,3,0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.getAMRMToken",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,,,,0,,,,3,,,3,0,5,,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"1.66667",0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.getAllocatedContainers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,3,,,3,0,5,,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"1.66667",0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.getApplicationPriority",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,,,,0,,,,3,,,3,0,5,,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"1.66667",0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.getAvailableResources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,0,,,,3,,,3,0,6,,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,2,0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.getCollectorInfo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,0,,,,3,,,3,0,6,,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,2,0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.getCompletedContainersStatuses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,,,,0,,,,3,,,3,0,4,,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"1.33333",0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.getContainersFromPreviousAttempts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,,,,0,,,,3,,,3,0,14,,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"4.66667",0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.getEnhancedHeadroom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,3,0,0,,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,0,0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.getNMTokens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,,,,0,,,,3,,,3,0,14,,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"4.66667",0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.getNumClusterNodes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,,,,0,,,,3,,,3,0,4,,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"1.33333",0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.getPreemptionMessage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,,,,0,,,,3,,,3,0,14,,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"4.66667",0,0,0,0,0
Public Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.getRejectedSchedulingRequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,0,,,,5,,,3,1,5,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,1,0,,,,,,0,,0,0,,,1,1,1,1,1,1
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.getResponseId",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,,,,0,,,,3,,,3,0,4,,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"1.33333",0,0,0,0,0
Public Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.getUpdateErrors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,,,,0,,,,5,,,3,1,7,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,1,0,,,,,,0,,0,0,,,"1.4",1,1,1,1,1
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.getUpdatedContainers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,3,,,3,0,5,,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"1.66667",0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.getUpdatedNodes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,,,,0,,,,3,,,3,0,5,,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"1.66667",0,0,0,0,0
Public Static Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.newBuilder",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,0,,,,5,,,3,1,0,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,1,0,,,,,,0,,0,0,,,0,1,1,1,1,1
Public Static Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.newInstance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,14,,,,0,,,,14,,,7,6,0,,,,,12,1,0,1,2,1,,,1,,,1,1,1,1,1,0,,,,,,0,,0,0,,,0,1,1,1,1,1
Public Static Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.newInstance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,,,,0,,,,16,,,8,7,0,,,,,13,1,0,1,2,1,,,1,,,1,1,1,1,1,0,,,,,,0,,0,0,,,0,1,1,1,1,1
Public Static Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.newInstance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,16,,,,0,,,,16,,,8,7,0,,,,,14,1,0,1,2,1,,,1,,,1,1,1,1,1,0,,,,,,0,,0,0,,,0,1,1,1,1,1
Public Static Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.newInstance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,17,,,,0,,,,17,,,8,8,0,,,,,15,1,0,1,2,1,,,1,,,1,1,1,1,1,0,,,,,,0,,0,0,,,0,1,1,1,1,1
Public Static Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.newInstance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,16,,,,0,,,,16,,,11,5,0,,,,,3,1,0,3,4,2,,,3,,,1,1,1,1,1,0,,,,,,0,,0,0,,,0,1,1,1,1,1
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.setAMCommand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,3,0,0,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,0,0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.setAMRMToken",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,3,0,0,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,0,0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.setAllocatedContainers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,3,,,3,0,5,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"1.66667",0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.setApplicationPriority",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,3,0,0,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,0,0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.setAvailableResources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,3,0,0,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,0,0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.setCollectorInfo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,3,0,0,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,0,0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.setCompletedContainersStatuses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,3,0,0,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,0,0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.setContainersFromPreviousAttempts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,,,,0,,,,4,,,4,0,15,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"3.75",0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.setEnhancedHeadroom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,3,0,0,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,0,0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.setNMTokens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,3,0,0,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,0,0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.setNumClusterNodes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,3,0,0,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,0,0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.setPreemptionMessage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,3,0,0,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,0,0,0,0,0,0
Public Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.setRejectedSchedulingRequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,0,,,,5,,,4,0,4,,,,,0,1,0,0,1,1,,,0,,,1,1,1,1,1,0,,,,,,0,,0,0,,,"0.8",1,1,1,1,1
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.setResponseId",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,3,0,0,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,0,0,0,0,0,0
Public Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.setUpdateErrors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,,,,0,,,,4,,,3,0,7,,,,,0,1,0,0,1,1,,,0,,,1,1,1,1,1,0,,,,,,0,,0,0,,,"1.75",1,1,1,1,1
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.setUpdatedContainers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,0,,,,4,,,4,0,6,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"1.5",0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.AllocateResponse.setUpdatedNodes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,3,0,0,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,0,0,0,0,0,0
Public Enum Type,"org.apache.hadoop.yarn.api.protocolrecords.ApplicationsRequestScope",0,0,0,0,0,0,0,0,0,1,3,3,0,,0,0,,,,2,3,,,,2,2,0,0,0,2,,,,,,,32,,,,2,,,,7,,,6,0,23,,,,,,,,0,1,1,,,0,,,,,,,,,0,0,0,0,0,,1,0,,,,"3.28571",0,0,0,0,0
Public Implicit Method,"org.apache.hadoop.yarn.api.protocolrecords.ApplicationsRequestScope.valueOf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
Public Implicit Method,"org.apache.hadoop.yarn.api.protocolrecords.ApplicationsRequestScope.values",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
Public Abstract Class,"org.apache.hadoop.yarn.api.protocolrecords.CancelDelegationTokenRequest",1,1,1,1,1,8,0,8,0,1,4,4,0,,1,0,,,,2,0,,,,3,3,0,0,0,3,,,,,,,46,,,,3,,,,18,,,14,3,25,,,,,,,,5,7,5,,,3,,,,,,,,,1,1,1,1,1,,1,0,,0,0,"1.38889",1,1,1,1,1
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.CancelDelegationTokenRequest.getDelegationToken",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,,,,0,,,,3,,,3,0,4,,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"1.33333",0,0,0,0,0
Public Static Method,"org.apache.hadoop.yarn.api.protocolrecords.CancelDelegationTokenRequest.newInstance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,8,,,5,3,0,,,,,3,1,0,3,4,2,,,3,,,1,1,1,1,1,0,,,,,,0,,0,0,,,0,1,1,1,1,1
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.CancelDelegationTokenRequest.setDelegationToken",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,3,0,0,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,0,0,0,0,0,0
Public Abstract Class,"org.apache.hadoop.yarn.api.protocolrecords.CancelDelegationTokenResponse",1,1,1,1,1,7,0,7,0,1,3,3,0,,1,0,,,,0,0,,,,1,1,0,0,0,1,,,,,,,32,,,,0,,,,11,,,8,2,21,,,,,,,,2,4,3,,,2,,,,,,,,,1,1,1,1,1,,1,0,,0,0,"1.90909",1,1,1,1,1
Public Static Method,"org.apache.hadoop.yarn.api.protocolrecords.CancelDelegationTokenResponse.newInstance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,7,,,5,2,0,,,,,2,1,0,2,3,2,,,2,,,1,1,1,1,1,0,,,,,,0,,0,0,,,0,1,1,1,1,1
Public Abstract Class,"org.apache.hadoop.yarn.api.protocolrecords.CommitResponse",1,1,1,1,1,9,0,5,4,1,4,4,0,,1,0,,,,0,0,,,,1,1,0,0,0,1,,,,,,,34,,,,1,,,,9,,,6,1,24,,,,,,,,1,3,2,,,1,,,,,,,,,1,1,1,1,1,,1,0,,0,0,"2.66667",1,1,1,1,1
Public Static Method,"org.apache.hadoop.yarn.api.protocolrecords.CommitResponse.newInstance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,0,,,,5,,,3,1,4,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,1,0,,,,,,0,,0,0,,,"0.8",1,1,1,1,1
Public Abstract Class,"org.apache.hadoop.yarn.api.protocolrecords.ContainerUpdateRequest",1,1,1,1,1,9,0,9,0,1,4,4,0,,1,0,,,,2,0,,,,3,3,0,0,0,3,,,,,,,65,,,,3,,,,20,,,16,3,42,,,,,,,,5,7,5,,,3,,,,,,,,,1,1,1,1,1,,1,0,,0,0,"2.1",1,1,1,1,1
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.ContainerUpdateRequest.getContainersToUpdate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,,,,0,,,,3,,,3,0,10,,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"3.33333",0,0,0,0,0
Public Static Method,"org.apache.hadoop.yarn.api.protocolrecords.ContainerUpdateRequest.newInstance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,0,,,,9,,,6,3,0,,,,,3,1,0,3,4,2,,,3,,,1,1,1,1,1,0,,,,,,0,,0,0,,,0,1,1,1,1,1
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.ContainerUpdateRequest.setContainersToUpdate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,,,,0,,,,4,,,4,0,9,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"2.25",0,0,0,0,0
Public Abstract Class,"org.apache.hadoop.yarn.api.protocolrecords.ContainerUpdateResponse",1,1,1,1,1,10,0,10,0,1,6,6,0,,1,0,,,,4,0,,,,5,5,0,0,0,5,,,,,,,81,,,,5,,,,28,,,22,5,48,,,,,,,,8,10,7,,,4,,,,,,,,,1,1,1,1,1,,1,0,,0,0,"1.71429",1,1,1,1,1
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.ContainerUpdateResponse.getFailedRequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,,,,0,,,,3,,,3,0,5,,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"1.66667",0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.ContainerUpdateResponse.getSuccessfullyUpdatedContainers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,,,,0,,,,3,,,3,0,7,,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"2.33333",0,0,0,0,0
Public Static Method,"org.apache.hadoop.yarn.api.protocolrecords.ContainerUpdateResponse.newInstance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,10,,,5,5,0,,,,,4,1,0,4,5,2,,,4,,,1,1,1,1,1,0,,,,,,0,,0,0,,,0,1,1,1,1,1
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.ContainerUpdateResponse.setFailedRequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,0,,,,4,,,4,0,5,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"1.25",0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.ContainerUpdateResponse.setSuccessfullyUpdatedContainers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,0,,,,4,,,4,0,6,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"1.5",0,0,0,0,0
Public Abstract Class,"org.apache.hadoop.yarn.api.protocolrecords.FailApplicationAttemptRequest",1,1,1,1,1,9,0,9,0,1,4,4,0,,1,0,,,,2,0,,,,3,3,0,0,0,3,,,,,,,53,,,,3,,,,20,,,16,3,30,,,,,,,,5,7,5,,,3,,,,,,,,,1,1,1,1,1,,1,0,,0,0,"1.5",1,1,1,1,1
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.FailApplicationAttemptRequest.getApplicationAttemptId",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,,,,0,,,,3,,,3,0,4,,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"1.33333",0,0,0,0,0
Public Static Method,"org.apache.hadoop.yarn.api.protocolrecords.FailApplicationAttemptRequest.newInstance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,0,,,,9,,,6,3,0,,,,,3,1,0,3,4,2,,,3,,,1,1,1,1,1,0,,,,,,0,,0,0,,,0,1,1,1,1,1
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.FailApplicationAttemptRequest.setApplicationAttemptId",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,4,0,0,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,0,0,0,0,0,0
Public Abstract Class,"org.apache.hadoop.yarn.api.protocolrecords.FailApplicationAttemptResponse",1,1,1,1,1,7,0,7,0,1,5,5,0,,1,0,,,,0,0,,,,1,1,0,0,0,1,,,,,,,36,,,,0,,,,11,,,8,2,25,,,,,,,,2,4,3,,,2,,,,,,,,,1,1,1,1,1,,1,0,,0,0,"2.27273",1,1,1,1,1
Public Static Method,"org.apache.hadoop.yarn.api.protocolrecords.FailApplicationAttemptResponse.newInstance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,7,,,5,2,0,,,,,2,1,0,2,3,2,,,2,,,1,1,1,1,1,0,,,,,,0,,0,0,,,0,1,1,1,1,1
Public Abstract Class,"org.apache.hadoop.yarn.api.protocolrecords.FinishApplicationMasterRequest",1,1,1,1,1,11,0,11,0,1,5,5,0,,1,0,,,,6,0,,,,7,7,0,0,0,7,,,,,,,114,,,,8,,,,33,,,27,5,73,,,,,,,,11,13,9,,,5,,,,,,,,,1,1,1,1,1,,1,0,,0,0,"2.21212",1,1,1,1,1
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.FinishApplicationMasterRequest.getDiagnostics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,,,,0,,,,3,,,3,0,4,,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"1.33333",0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.FinishApplicationMasterRequest.getFinalApplicationStatus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,,,,0,,,,3,,,3,0,4,,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"1.33333",0,0,0,0,0
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.FinishApplicationMasterRequest.getTrackingUrl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,0,,,,3,,,3,0,6,,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,2,0,0,0,0,0
Public Static Method,"org.apache.hadoop.yarn.api.protocolrecords.FinishApplicationMasterRequest.newInstance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,,,,0,,,,11,,,6,5,0,,,,,5,1,0,5,6,2,,,5,,,1,1,1,1,1,0,,,,,,0,,0,0,,,0,1,1,1,1,1
Public Abstract Method,"org.apache.hadoop.yarn.api.protocolrecords.FinishApplicationMasterRequest.setDiagnostics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,3,,,3,0,4,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,0,,,,,,0,,0,0,,,"1.33333",0,0,0,0,0
